,image_one,id_one,image_two,id_two,same_whale
0,363890e2f.jpg,new_whale,101950e9c.jpg,w_e568f47,False
1,2f510dcb4.jpg,w_90abfeb,a8e815598.jpg,w_07cc9c2,False
2,1818cfcbb.jpg,w_d72771c,06e157a91.jpg,w_d0bfef3,False
3,41fb1eb8a.jpg,new_whale,3ba25351a.jpg,new_whale,False
4,d38586948.jpg,w_f37c434,eb8b69ec1.jpg,w_c1efffb,False
5,775e2885f.jpg,w_c4faf7d,290f38b82.jpg,new_whale,False
6,c6b8531d1.jpg,w_ec98537,fbff8c887.jpg,new_whale,False
7,4f84df5a8.jpg,new_whale,5ab96b897.jpg,w_34ecf36,False
8,d407d7ee0.jpg,w_8431ae8,820088cd5.jpg,w_ab7c369,False
9,de9365036.jpg,new_whale,a009df8a1.jpg,w_2b4b82e,False
10,70fe34f01.jpg,new_whale,e53f82b8f.jpg,w_23bfd0a,False
11,27bbb842d.jpg,new_whale,4b6a95627.jpg,w_0dfb4f6,False
12,02bce1dd2.jpg,w_e47e686,e466ee44e.jpg,w_d72771c,False
13,4220d13cf.jpg,new_whale,e88debd93.jpg,w_f8b7f05,False
14,11f98ade5.jpg,w_b71ac68,bc114a7de.jpg,w_6e97ef4,False
15,47a93852a.jpg,w_06ffb30,3e8b8d8d9.jpg,w_23a388d,False
16,0e55777b3.jpg,new_whale,264c96024.jpg,new_whale,False
17,1e51290a9.jpg,new_whale,84cc63756.jpg,w_e42007e,False
18,3e659aad8.jpg,w_af5d5e3,f55b46fc6.jpg,new_whale,False
19,9f8328e55.jpg,w_fc230fd,236174ff2.jpg,new_whale,False
20,cc326ba3b.jpg,w_283ceeb,a14c79c10.jpg,w_972e51e,False
21,678b29a87.jpg,new_whale,ae3200933.jpg,new_whale,False
22,f11c4a649.jpg,w_5d1b1a7,a3a6ab702.jpg,w_7cb0e92,False
23,beb253bc8.jpg,w_e129173,870322656.jpg,new_whale,False
24,d8e6841bd.jpg,new_whale,4ab031bc2.jpg,new_whale,False
25,0cb82d7cc.jpg,new_whale,158c781a5.jpg,w_9c506f6,False
26,95e73553e.jpg,w_234713b,83b15630f.jpg,new_whale,False
27,9fea1a8a3.jpg,new_whale,154a5dea3.jpg,new_whale,False
28,f4dccdeae.jpg,w_c6d918a,4bd43e53d.jpg,w_ba4f96c,False
29,01ec3759e.jpg,new_whale,83f06ec46.jpg,w_55b77ce,False
30,5d74d33ae.jpg,w_9c89384,7575c6146.jpg,w_e966f36,False
31,e53f82b8f.jpg,w_23bfd0a,7e4026ce8.jpg,new_whale,False
32,52a109ba3.jpg,new_whale,535f23a66.jpg,w_950c471,False
33,ff31aca39.jpg,new_whale,9e167899b.jpg,w_45246db,False
34,0ae6d74ca.jpg,w_e21b629,a0dc5e763.jpg,new_whale,False
35,fde5c3639.jpg,new_whale,d3eca4b9c.jpg,w_c371f0d,False
36,5713f2707.jpg,new_whale,39aca3bf8.jpg,w_b9ee9d1,False
37,a4fed671f.jpg,new_whale,6640d96ab.jpg,new_whale,False
38,2755155c7.jpg,w_fdceb44,24c1871b2.jpg,new_whale,False
39,462b0f305.jpg,w_7e56d66,db6bc9e1a.jpg,w_d6c1d80,False
40,5b1ae7973.jpg,new_whale,6e3e04c62.jpg,new_whale,False
41,4237c8fbe.jpg,w_cf9207f,cc3d62c0a.jpg,w_26f7c39,False
42,19bb578b1.jpg,w_dd88965,cead3cc2f.jpg,w_dc14a8e,False
43,1e8eec843.jpg,w_8f1069a,be409cf86.jpg,new_whale,False
44,aec8807e7.jpg,new_whale,9b785420f.jpg,w_9713cc3,False
45,525e00d3b.jpg,w_88e4537,9cc67910f.jpg,new_whale,False
46,f5b2ecdc4.jpg,new_whale,2e2da7d70.jpg,w_c1d2d7f,False
47,5eacec601.jpg,w_b20b425,d717901a4.jpg,w_f94039d,False
48,551c6b893.jpg,new_whale,65f227e75.jpg,new_whale,False
49,7dc9c2fa8.jpg,new_whale,12f1d106c.jpg,w_f6c5343,False
50,953787026.jpg,w_6cec90c,047f3949c.jpg,new_whale,False
51,7575c6146.jpg,w_e966f36,e208cb310.jpg,new_whale,False
52,2a2a0afdf.jpg,new_whale,c62d4d61b.jpg,w_533f9ea,False
53,4e235068c.jpg,new_whale,6f6f9c801.jpg,w_d77337e,False
54,9db384417.jpg,w_7c27fbd,d87a2c6bc.jpg,w_92cb6d9,False
55,86e7fb4ce.jpg,new_whale,2fedfe3ad.jpg,w_955bfe2,False
56,48ac49218.jpg,new_whale,84d07eed9.jpg,new_whale,False
57,9cc2ac323.jpg,w_a687883,a1f93114e.jpg,new_whale,False
58,ae5f8dc8b.jpg,w_118fad5,d9c906b4c.jpg,w_bad166a,False
59,016173748.jpg,new_whale,37dd8a2e2.jpg,w_7ce08e6,False
60,cda2c9dbf.jpg,w_7aea0b8,3e2aa6c52.jpg,w_8157927,False
61,adeac8d96.jpg,w_778e474,10f222020.jpg,new_whale,False
62,3402d80aa.jpg,new_whale,af064812e.jpg,new_whale,False
63,78667066e.jpg,w_ddb62c2,52fb69ef4.jpg,w_6b9af3a,False
64,8167d255b.jpg,w_77c86af,3042fbbfe.jpg,w_c4faf7d,False
65,13baf1380.jpg,new_whale,526554871.jpg,new_whale,False
66,a61b7a479.jpg,w_c6b4d61,115bbdea4.jpg,w_38de45d,False
67,e497ec653.jpg,new_whale,0dd3b59ec.jpg,w_f408b56,False
68,13f097662.jpg,w_6fce84d,69a60f837.jpg,w_ef439a1,False
69,f1f9589c6.jpg,w_fd6a3ad,3e223e492.jpg,new_whale,False
70,c62d4d61b.jpg,w_533f9ea,47258e7dc.jpg,new_whale,False
71,e605f56a6.jpg,w_2964e0b,19075ddd1.jpg,w_2eec458,False
72,8edfb0f56.jpg,w_51052c2,b27b57a0a.jpg,w_0bc078c,False
73,fac003725.jpg,w_76dee7c,4d93919c9.jpg,w_f971ecb,False
74,002b4615d.jpg,new_whale,3e2438892.jpg,w_accb0cb,False
75,d4b5faf66.jpg,new_whale,eee15e60a.jpg,w_af520bd,False
76,ed679c6a5.jpg,w_a8d89df,35ab394d2.jpg,w_d72771c,False
77,b7cf8f0d8.jpg,new_whale,2f680a1d4.jpg,new_whale,False
78,f69c572db.jpg,w_179c9f0,684b366c7.jpg,new_whale,False
79,a2ce0c446.jpg,new_whale,276da5deb.jpg,w_fd6a3ad,False
80,06d730fc2.jpg,new_whale,e2494f7da.jpg,new_whale,False
81,b67c66f4f.jpg,w_9713c92,e4054603a.jpg,w_5778858,False
82,b3d8cc0bc.jpg,w_317c071,ae646bf26.jpg,new_whale,False
83,67f7d3b91.jpg,w_c8bbb43,b12ca7396.jpg,w_ec8ac93,False
84,c7fcdaf6d.jpg,w_5c51475,be1bbb27f.jpg,new_whale,False
85,1a58291b0.jpg,w_dc94d80,a93955ecc.jpg,new_whale,False
86,914cf3d3c.jpg,w_1f0cf0a,3ed9f1659.jpg,new_whale,False
87,2755155c7.jpg,w_fdceb44,36b9cc173.jpg,w_99545ba,False
88,716d3d957.jpg,w_e8b2157,cdb4eb77e.jpg,w_0369a5c,False
89,9bcd0499a.jpg,w_3f915dc,a9804ae28.jpg,w_83b2336,False
90,a6d724425.jpg,new_whale,6b743bbf3.jpg,w_bff3c3b,False
91,19b89f9dd.jpg,new_whale,b0b117487.jpg,w_3de579a,False
92,04c254622.jpg,w_2df85e7,541248881.jpg,new_whale,False
93,5561a4810.jpg,w_007fefa,139240277.jpg,new_whale,False
94,d6a2fcf67.jpg,w_bcf69e9,ed163bc54.jpg,w_77f9c5f,False
95,221ed3501.jpg,new_whale,cf5ecebd0.jpg,w_d980663,False
96,3d10e5df6.jpg,w_69a58b2,82aeb62d3.jpg,w_b433be9,False
97,5e84781dd.jpg,w_85d9229,89a1a7fae.jpg,w_a113b33,False
98,c8673818a.jpg,w_bc7de9f,c32e95111.jpg,w_8b23e5f,False
99,2d902a300.jpg,w_3d56b7c,8084bb8bf.jpg,w_8e88f4f,False
100,8ab202911.jpg,new_whale,4110e4a11.jpg,new_whale,False
101,f46117c0d.jpg,w_5d426b6,10eca7cba.jpg,w_420dafb,False
102,f851b5dbf.jpg,w_19671ad,75f28d098.jpg,new_whale,False
103,700bc2bfc.jpg,w_1647882,f1887921d.jpg,w_5a3e0de,False
104,d78e0ca84.jpg,w_6cfa650,27f6f3acc.jpg,new_whale,False
105,0a60b3180.jpg,new_whale,42c50a1f6.jpg,new_whale,False
106,d05c1bc3b.jpg,new_whale,cdd2b57c9.jpg,w_da40b39,False
107,f03e632cb.jpg,w_73d71d2,0ef9d37be.jpg,w_274d994,False
108,644564494.jpg,w_0fefc62,a1be3214c.jpg,w_8ea9f68,False
109,2e9df43b1.jpg,w_b3cde16,34d4bf264.jpg,w_9544084,False
110,27209e5bc.jpg,w_7348ed5,dab9a8a85.jpg,w_244e953,False
111,8248f1414.jpg,w_742f7f5,5b4f2bfe5.jpg,w_62ec5a8,False
112,d9fa02611.jpg,new_whale,854de897a.jpg,new_whale,False
113,889e67fed.jpg,w_2148753,aa5b345e2.jpg,w_abc5af2,False
114,aec8807e7.jpg,new_whale,d02686d27.jpg,new_whale,False
115,08c1cb1c1.jpg,w_8ea9f68,b0392bef5.jpg,new_whale,False
116,f029b430a.jpg,w_700ebb4,214c4b68e.jpg,w_ea05006,False
117,357370fa2.jpg,w_910831a,d7f909de2.jpg,w_bb56867,False
118,59fa2f74e.jpg,w_691f2f6,3fc4cbe1b.jpg,new_whale,False
119,25435d97c.jpg,w_e966f36,a3a18be07.jpg,new_whale,False
120,941ba3c80.jpg,w_b89b6bf,bbbc85176.jpg,w_dd80742,False
121,932b7c831.jpg,w_b5e6c80,0c637eb0d.jpg,w_6b9af3a,False
122,2a8a16648.jpg,w_9739508,de8b9e0ed.jpg,new_whale,False
123,832adbd12.jpg,new_whale,a61b7a479.jpg,w_c6b4d61,False
124,4134d7850.jpg,w_5d1b1a7,c630018e2.jpg,w_52cd115,False
125,44d90f1e6.jpg,w_e1ffbe2,e18a7c9ba.jpg,new_whale,False
126,cb7516d54.jpg,w_103aca2,25745f409.jpg,w_edf43c1,False
127,fcf660c38.jpg,w_02aa597,bba9d2f38.jpg,w_639867f,False
128,5603591e9.jpg,new_whale,3fa93ca04.jpg,new_whale,False
129,9045283b4.jpg,new_whale,afcf606a0.jpg,w_dfe485f,False
130,a7dd3f508.jpg,new_whale,751b4e78b.jpg,w_5a2634c,False
131,ad595664f.jpg,w_8e74601,05cb42d60.jpg,w_91cdea4,False
132,07064347b.jpg,new_whale,2de488489.jpg,w_0a619af,False
133,b79f3d348.jpg,w_f8b4ea9,07ead5e46.jpg,w_aabdf8c,False
134,596f341e5.jpg,w_234713b,5a608caf9.jpg,new_whale,False
135,d0352ceda.jpg,w_09bd7e8,55beace14.jpg,w_58afeb2,False
136,2f040b6b0.jpg,new_whale,0716fb905.jpg,w_28a16b0,False
137,57b0c49fe.jpg,new_whale,46ae38d93.jpg,new_whale,False
138,811eb6200.jpg,w_88b3a3d,a858bcec5.jpg,w_2b069ba,False
139,cc46a666c.jpg,new_whale,f833fb7cc.jpg,w_102e715,False
140,007f3eb46.jpg,w_41d24c6,cc2f3a887.jpg,new_whale,False
141,1a6d5f5c5.jpg,new_whale,9cbcff9b6.jpg,new_whale,False
142,f708bf49f.jpg,w_1a70f3a,13f275380.jpg,w_581ba42,False
143,920657e96.jpg,new_whale,b97d2ba45.jpg,w_06e4776,False
144,be5beb877.jpg,new_whale,9cff41b01.jpg,w_c25d2d1,False
145,66df8b5e7.jpg,new_whale,f3971b949.jpg,new_whale,False
146,3fee17d29.jpg,new_whale,714129951.jpg,w_cfcace7,False
147,5b259d879.jpg,w_ec32fa6,196de5a3a.jpg,w_2f74ff3,False
148,7da758032.jpg,new_whale,812fc06a1.jpg,w_2b069ba,False
149,5e8f3a16b.jpg,w_17b0d3a,b45639f64.jpg,w_a933a19,False
150,b1a3a9864.jpg,w_6ad771b,95954f7d0.jpg,new_whale,False
151,66313378e.jpg,w_6caff0f,1eb7a0671.jpg,w_8f4d879,False
152,be8eacdd5.jpg,w_41d5251,66b50ac20.jpg,new_whale,False
153,32d283013.jpg,w_eaed433,6ea1b4047.jpg,new_whale,False
154,a4b188050.jpg,new_whale,801d63f54.jpg,new_whale,False
